frame.number,frame.time_delta_displayed,ip.src,ip.dst,udp.srcport,udp.dstport,frame.len,dns.id,dns.flags.response,dns.flags.opcode,dns.qry.name,dns.qry.type,dns.a,dns.txt,dns.txt.length,dns.flags.rcode
"89","0.483164000","192.168.183.2","192.168.183.133","53","54030","120","0x0000286d","1","0","api.02c591cc4.782f55f2.ns1.ssltestdomain.xyz","1","0.0.0.0",,,"0"
"90","0.000021000","192.168.183.2","192.168.183.133","53","54030","120","0x0000286d","1","0","api.02c591cc4.782f55f2.ns1.ssltestdomain.xyz","1","0.0.0.0",,,"0"
"91","10.009834000","192.168.183.133","192.168.183.2","59590","53","90","0x0000f2df","0","0","782f55f2.ns2.ssltestdomain.xyz","1",,,,
"92","0.027897000","192.168.183.2","192.168.183.133","53","59590","106","0x0000f2df","1","0","782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.131",,,"0"
"93","0.001052000","192.168.183.133","192.168.183.2","58392","53","104","0x000086ef","0","0","api.078ff2f44.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"94","0.049926000","192.168.183.2","192.168.183.133","53","58392","120","0x000086ef","1","0","api.078ff2f44.782f55f2.ns2.ssltestdomain.xyz","1","0.0.0.0",,,"0"
"95","10.024313000","192.168.183.133","192.168.183.2","53164","53","90","0x0000fafa","0","0","782f55f2.ns1.ssltestdomain.xyz","1",,,,
"96","0.001704000","192.168.183.2","192.168.183.133","53","53164","106","0x0000fafa","1","0","782f55f2.ns1.ssltestdomain.xyz","1","74.125.196.131",,,"0"
"97","0.000831000","192.168.183.133","192.168.183.2","63646","53","104","0x0000fcc6","0","0","api.071456bc4.782f55f2.ns1.ssltestdomain.xyz","1",,,,
"98","0.207101000","192.168.183.2","192.168.183.133","53","63646","120","0x0000fcc6","1","0","api.071456bc4.782f55f2.ns1.ssltestdomain.xyz","1","74.125.196.49",,,"0"
"99","0.001166000","192.168.183.133","192.168.183.2","51143","53","104","0x00003866","0","0","api.171456bc4.782f55f2.ns1.ssltestdomain.xyz","16",,,,
"100","0.048161000","192.168.183.2","192.168.183.133","53","51143","205","0x00003866","1","0","api.171456bc4.782f55f2.ns1.ssltestdomain.xyz","16",,"5d4xkVBupf2XbGLf8KBITRSVp8TVL12e2n7udTQadq5YCAq69E8sc4EvuQpRGeASFRKenPFamathIPQn5HVR+g==","88","0"
"101","0.008816000","192.168.183.133","192.168.183.2","64708","53","110","0x0000afe4","0","0","post.1240.02dee38ed.782f55f2.ns1.ssltestdomain.xyz","1",,,,
"102","0.194105000","192.168.183.2","192.168.183.133","53","64708","126","0x0000afe4","1","0","post.1240.02dee38ed.782f55f2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"103","0.000987000","192.168.183.133","192.168.183.2","61793","53","277","0x0000b46c","0","0","post.33198c8e33d6979a68887da3db0d5fb9386f23aa59d80e9b1b68b223c.8d80712b8653efa29ed6d553e0e65376e049172061372ef1dda2e87c.ac95f15f949fe55c2e88ca91a326c8a1b531249b409835ae99acb4b9.12dee38ed.782f55f2.ns1.ssltestdomain.xyz","1",,,,
